,Packing Type,Height,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
617,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,1.3,0.59,20.8,,6.47,1.85,27.1,0.09,390,185,0.44,,,,Wang,,
618,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,2.4,0.59,20.9,,6.53,1.86,27.2,0.09,390,163,0.52,,,,Wang,,
619,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,3.7,0.59,21,,6.59,1.87,27.3,0.1,390,153,0.55,,,,Wang,,
620,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,4.9,0.59,21.3,,6.7,1.88,27.5,0.1,390,147,0.56,,,,Wang,,
621,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,6.1,0.59,21.5,,6.79,1.89,27.7,0.1,390,139,0.59,,,,Wang,,
622,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,12.2,0.59,21.7,,6.87,1.9,27.8,0.1,390,132,0.62,,,,Wang,,
623,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,24.4,0.6,21.6,,6.87,1.89,27.8,0.1,390,124,0.64,,,,Wang,,
624,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,36.7,0.59,21.6,,6.84,1.89,27.8,0.1,390,119,0.67,,,,Wang,,
625,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,48.9,0.59,21.7,,6.9,1.9,27.9,0.1,390,112,0.7,,,,Wang,,
626,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,61.1,0.59,20.2,,6.25,1.83,26.6,0.09,390,140,0.61,,,,Wang,,
627,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,73.3,0.59,21.8,,6.93,1.9,27.9,0.1,390,140,0.58,,,,Wang,,
628,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,1.2,0.99,21.1,,6.65,1.87,27.4,0.1,385,251,0.4,,,,Wang,,
629,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,2.5,0.99,21.2,,6.67,1.87,27.4,0.1,385,224,0.5,,,,Wang,,
630,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,3.7,0.99,21.3,,6.72,1.87,27.5,0.1,385,213,0.54,,,,Wang,,
631,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,4.9,0.99,21.4,,6.77,1.88,27.6,0.1,385,207,0.57,,,,Wang,,
632,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,6.1,0.99,21.6,,6.85,1.89,27.8,0.11,385,198,0.6,,,,Wang,,
633,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,12.2,0.99,21.8,,6.94,1.9,27.9,0.11,385,187,0.65,,,,Wang,,
634,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,24.4,0.99,23.5,,7.75,1.98,29.4,0.11,385,174,0.67,,,,Wang,,
635,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,36.7,0.99,22.6,,7.33,1.94,28.7,0.11,385,169,0.71,,,,Wang,,
636,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,48.9,0.99,22.3,,7.2,1.92,28.4,0.11,385,166,0.73,,,,Wang,,
637,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,61.1,0.99,22.1,,7.08,1.91,28.2,0.11,385,176,0.69,,,,Wang,,
638,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,73.3,0.99,22,,7.04,1.91,28.1,0.11,385,178,0.69,,,,Wang,,
639,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,1.2,1.49,12.4,,3.75,1.47,21,0.1,402,312,0.43,,,,Wang,,
640,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,2.5,1.48,12.5,,3.78,1.47,21.1,0.1,402,302,0.49,,,,Wang,,
641,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,3.7,1.48,12.7,,3.84,1.48,21.2,0.1,402,286,0.57,,,,Wang,,
642,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,4.9,1.49,13,,3.92,1.5,21.4,0.1,402,283,0.59,,,,Wang,,
643,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,6.1,1.48,13.5,,4.06,1.52,21.8,0.1,402,276,0.62,,,,Wang,,
644,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,12.2,1.49,14.1,,4.21,1.54,22.2,0.1,402,263,0.69,,,,Wang,,
645,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,24.4,1.48,17.2,,5.19,1.68,24.5,0.11,402,254,0.69,,,,Wang,,
646,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,36.7,1.48,16.2,,4.87,1.63,23.8,0.11,402,242,0.78,,,,Wang,,
647,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,48.9,1.49,15.5,,4.64,1.6,23.2,0.11,402,239,0.81,,,,Wang,,
648,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,61.1,1.48,14.8,,4.44,1.57,22.7,0.11,402,238,0.83,,,,Wang,,
649,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,73.3,1.49,14.6,,4.36,1.56,22.5,0.11,402,234,0.87,,,,Wang,,
650,B350X,3.01,350,60,0.011,0.016,0.009,,,305.556,24.4,1.98,11.1,,3.43,1.42,20.1,0.1,402,293,0.75,,,,Wang,,
651,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,6.1,0.59,27.6,,9.97,2.21,32.9,0.11,395,107,0.67,,,,Wang,,
652,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,12.2,0.59,27.7,,10.04,2.22,33,0.11,395,99,0.72,,,,Wang,,
653,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,24.4,0.59,27.8,,10.06,2.23,33,0.1,395,93,0.76,,,,Wang,,
654,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,36.7,0.59,28.9,,10.67,2.29,33.8,0.09,395,88,0.8,,,,Wang,,
655,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,48.9,0.59,26.2,,9.05,2.15,31.4,0.08,395,107,0.8,,,,Wang,,
656,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,61.1,0.59,26.5,,9.16,2.16,31.6,0.08,395,106,0.81,,,,Wang,,
657,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,73.3,0.59,26.9,,9.39,2.19,31.9,0.08,395,97,0.87,,,,Wang,,
658,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,6.1,0.99,28.3,,10.41,2.26,33.5,0.11,395,183,0.66,,,,Wang,,
659,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,12.2,0.99,28.4,,10.41,2.26,33.5,0.1,395,171,0.73,,,,Wang,,
660,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,24.5,0.99,28,,10.2,2.24,33.2,0.1,395,162,0.78,,,,Wang,,
661,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,36.7,0.99,28.3,,10.37,2.26,33.4,0.1,395,159,0.81,,,,Wang,,
662,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,48.9,0.99,28.4,,10.42,2.27,33.5,0.1,395,156,0.83,,,,Wang,,
663,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,61.1,0.99,24.7,,8.3,2.06,30.3,0.09,395,154,0.9,,,,Wang,,
664,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,6.1,1.49,34,,14.65,2.61,38.8,0.12,395,213,0.67,,,,Wang,,
665,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,12.2,1.48,33.9,,14.52,2.6,38.6,0.11,395,203,0.72,,,,Wang,,
666,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,24.5,1.49,29.3,,10.94,2.32,34.2,0.09,395,213,0.84,,,,Wang,,
667,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,36.7,1.49,29.1,,10.81,2.31,34,0.09,395,206,0.88,,,,Wang,,
668,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,48.9,1.48,27.2,,9.74,2.2,32.6,0.11,395,195,0.89,,,,Wang,,
669,GTC350Y,2.79,350,45,0.013,0.016,0.01,,,325,24.4,1.65,32.7,,13.47,2.52,37.4,0.1,388,216,0.77,,,,Wang,,
670,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,6.1,0.59,17.5,,5.27,1.69,24.6,0.1,410,174,0.74,,,,Wang,,
671,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,12.2,0.59,17.5,,5.26,1.69,24.6,0.1,410,168,0.78,,,,Wang,,
672,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,24.5,0.59,17.3,,5.21,1.68,24.5,0.1,410,153,0.87,,,,Wang,,
673,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,36.7,0.59,17.2,,5.16,1.68,24.4,0.1,410,145,0.92,,,,Wang,,
674,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,48.9,0.59,17.1,,5.13,1.68,24.3,0.1,410,140,0.95,,,,Wang,,
675,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,61.1,0.59,17.2,,5.16,1.68,24.4,0.1,410,134,0.99,,,,Wang,,
676,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,73.3,0.59,17.4,,5.23,1.69,24.5,0.1,410,130,1.03,,,,Wang,,
677,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,6.1,0.99,15,,4.47,1.57,22.8,0.11,392,228,0.81,,,,Wang,,
678,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,12.2,0.99,14.6,,4.36,1.56,22.5,0.1,392,222,0.85,,,,Wang,,
679,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,24.4,0.99,14.1,,4.21,1.54,22.2,0.1,392,209,0.96,,,,Wang,,
680,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,36.7,0.99,13.9,,4.15,1.53,22,0.1,392,203,1.01,,,,Wang,,
681,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,48.9,0.99,13.6,,4.08,1.52,21.8,0.1,392,202,1.04,,,,Wang,,
682,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,61.1,0.99,13.5,,4.05,1.51,21.7,0.1,392,194,1.11,,,,Wang,,
683,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,73.3,0.99,13.5,,4.04,1.51,21.7,0.1,392,185,1.18,,,,Wang,,
684,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,6.1,1.48,14,,4.2,1.53,22.2,0.11,382,266,0.8,,,,Wang,,
685,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,12.2,1.49,13.6,,4.09,1.51,21.9,0.11,382,257,0.89,,,,Wang,,
686,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,24.4,1.49,12.7,,3.86,1.48,21.3,0.11,382,250,0.97,,,,Wang,,
687,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,36.7,1.48,12.4,,3.77,1.46,21,0.11,382,246,1.02,,,,Wang,,
688,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,48.9,1.49,12.2,,3.71,1.46,20.9,0.11,382,242,1.07,,,,Wang,,
689,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,61.1,1.49,12.1,,3.69,1.45,20.8,0.11,382,238,1.12,,,,Wang,,
690,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,36.7,1.98,12.4,,3.76,1.47,21,0.1,382,273,1.07,,,,Wang,,
691,M250Y,2.92,250,45,0.16,0.024,0.011,242.4242,,242424.24,36.7,2.31,25,,8.48,2.11,31.2,0.1,382,282,1.05,,,,Wang,,
692,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,6.2,0.59,15.6,,4.68,1.6,23.3,0.11,415,170,0.77,,,,Wang,,
693,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,12.2,0.59,15.5,,4.66,1.6,23.3,0.11,415,166,0.79,,,,Wang,,
694,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,24.5,0.59,15.2,,4.54,1.58,23,0.11,415,155,0.86,,,,Wang,,
695,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,36.7,0.59,15,,4.51,1.58,22.9,0.11,415,147,0.91,,,,Wang,,
696,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,48.9,0.59,15,,4.49,1.58,22.9,0.11,415,148,0.91,,,,Wang,,
697,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,61.1,0.59,15,,4.49,1.58,22.9,0.11,415,147,0.92,,,,Wang,,
698,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,73.3,0.59,15.1,,4.51,1.58,22.9,0.11,415,139,0.98,,,,Wang,,
699,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,6.1,0.99,15.1,,4.52,1.58,22.9,0.11,406,254,0.69,,,,Wang,,
700,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,12.2,0.99,15,,4.5,1.58,22.9,0.11,406,239,0.79,,,,Wang,,
701,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,24.5,0.99,14.4,,4.32,1.55,22.5,0.11,406,228,0.87,,,,Wang,,
702,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,36.7,0.99,14.1,,4.21,1.54,22.2,0.1,406,221,0.92,,,,Wang,,
703,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,48.9,0.99,13.8,,4.15,1.53,22,0.1,406,215,0.98,,,,Wang,,
704,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,61.1,0.99,13.7,,4.11,1.52,21.9,0.1,406,210,1.02,,,,Wang,,
705,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,73.3,0.99,13.6,,4.07,1.52,21.8,0.1,406,204,1.07,,,,Wang,,
706,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,5.8,1.48,17.2,,5.19,1.67,24.5,0.11,403,278,0.78,,,,Wang,,
707,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,12.2,1.49,16.9,,5.11,1.66,24.3,0.11,403,271,0.84,,,,Wang,,
708,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,24.5,1.49,16.3,,4.91,1.63,23.8,0.11,403,264,0.91,,,,Wang,,
709,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,36.7,1.49,16,,4.79,1.62,23.6,0.11,403,259,0.96,,,,Wang,,
710,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,48.9,1.48,15.9,,4.75,1.61,23.5,0.11,403,253,1.02,,,,Wang,,
711,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,61.1,1.49,15.7,,4.69,1.61,23.3,0.11,403,247,1.08,,,,Wang,,
712,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,73.3,1.48,15.6,,4.66,1.6,23.3,0.11,403,238,1.16,,,,Wang,,
713,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,36.7,1.98,15.3,,4.56,1.59,23,0.1,403,289,1,,,,Wang,,
714,M250X,2.91,250,60,0.017,0.0241,0.0119,237.1073,,237.11,36.7,2.31,15,,4.48,1.58,22.8,0.1,403,303,1.01,,,,Wang,,
715,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,6.1,0.59,33.8,,14.35,2.6,38.4,0.11,411,61,0.56,,,,Wang,,
716,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,12.2,0.59,33.7,,14.27,2.59,38.3,0.1,411,53,0.6,,,,Wang,,
717,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,24.4,0.59,33.6,,14.17,2.58,38.2,0.1,411,47,0.64,,,,Wang,,
718,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,36.7,0.59,33.6,,14.22,2.59,38.2,0.1,411,42,0.68,,,,Wang,,
719,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,48.9,0.59,33.7,,14.29,2.6,38.3,0.1,411,40,0.7,,,,Wang,,
720,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,61.1,0.59,33.7,,14.22,2.59,38.2,0.1,411,41,0.69,,,,Wang,,
721,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,73.4,0.59,33,,13.65,2.55,37.6,0.09,411,48,0.67,,,,Wang,,
722,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,6.1,0.99,28.9,,10.82,2.28,34.1,0.12,409,144,0.54,,,,Wang,,
723,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,12.2,0.99,28.8,,10.73,2.27,34,0.12,409,134,0.58,,,,Wang,,
724,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,24.5,0.99,28.8,,10.72,2.28,33.9,0.11,409,121,0.64,,,,Wang,,
725,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,36.7,0.99,28.9,,10.81,2.28,34.1,0.11,409,115,0.66,,,,Wang,,
726,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,48.9,0.99,29.1,,10.93,2.3,34.2,0.11,409,110,0.69,,,,Wang,,
727,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,6.1,1.49,29.7,,11.34,2.34,34.7,0.11,409,209,0.53,,,,Wang,,
728,GTC 500Y,3.06,500,45,0.008,0.01,0.006,,,533.33,12.2,1.49,29.7,,11.28,2.33,34.7,0.11,409,198,0.58,,,,Wang,,
729,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,12.2,0.59,22.8,,7.44,1.95,28.9,0.11,412,223,0.93,,,,Wang,,
730,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,24.4,0.59,22.9,,7.47,1.95,28.9,0.11,412,210,1.03,,,,Wang,,
731,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,36.9,0.59,23,,7.5,1.96,29,0.11,412,202,1.08,,,,Wang,,
732,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,48.9,0.59,23,,7.51,1.96,29,0.11,412,195,1.14,,,,Wang,,
733,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,61.6,0.6,23.1,,7.53,1.96,29,0.11,412,188,1.2,,,,Wang,,
734,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,73.3,0.59,23.4,,7.67,1.98,29.3,0.11,412,181,1.25,,,,Wang,,
735,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,12.2,0.99,27.2,,9.73,2.19,32.5,0.11,392,261,0.94,,,,Wang,,
736,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,24.5,0.99,27,,9.59,2.17,32.3,0.11,392,252,1.03,,,,Wang,,
737,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,36.7,0.99,27.2,,9.73,2.19,32.5,0.11,392,246,1.08,,,,Wang,,
738,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,48.9,0.99,27.2,,9.7,2.19,32.5,0.11,392,241,1.14,,,,Wang,,
739,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,60.9,0.99,27.2,,9.69,2.19,32.5,0.11,392,236,1.19,,,,Wang,,
740,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,73,0.99,27,,9.59,2.18,32.3,0.11,392,230,1.26,,,,Wang,,
741,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,12.2,1.49,26.3,,9.19,2.13,31.7,0.11,397,302,0.97,,,,Wang,,
742,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,24.5,1.48,26.3,,9.2,2.14,31.7,0.11,397,294,1.07,,,,Wang,,
743,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,36.7,1.48,26.7,,9.42,2.16,32,0.11,397,289,1.13,,,,Wang,,
744,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,48.9,1.48,26.9,,9.52,2.17,32.2,0.11,397,285,1.17,,,,Wang,,
745,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,61.1,1.49,26.9,,9.52,2.17,32.2,0.11,397,280,1.24,,,,Wang,,
746,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,73.3,1.49,26.9,,9.54,2.17,32.2,0.1,397,276,1.3,,,,Wang,,
747,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,36.7,1.98,27,,9.57,2.18,32.3,0.1,397,311,1.17,,,,Wang,,
748,M125Y,2.92,125,45,0.037,0.055,0.0248,,,108.5,36.7,2.47,27.2,,9.72,2.19,32.5,0.1,394,323,1.2,,,,Wang,,
749,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,6.1,0.59,22.5,,7.3,1.93,28.6,0.11,410,138,0.98,,,,Wang,,
750,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,12.2,0.59,22.5,,7.27,1.93,28.6,0.11,409,130,1.04,,,,Wang,,
751,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,24.5,0.59,22.4,,7.25,1.93,28.5,0.11,409,120,1.12,,,,Wang,,
752,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,36.7,0.59,22.5,,7.26,1.93,28.6,0.11,408,118,1.14,,,,Wang,,
753,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,48.9,0.59,22.5,,7.29,1.94,28.6,0.11,407,121,1.12,,,,Wang,,
754,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,60.3,0.59,22.9,,7.46,1.95,28.9,0.11,406,120,1.13,,,,Wang,,
755,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,73.3,0.59,23,,7.48,1.96,28.9,0.1,405,124,1.1,,,,Wang,,
756,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,6.1,0.99,22.5,,7.29,1.93,28.6,0.11,404,210,1.01,,,,Wang,,
757,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,12.2,0.99,21.8,,6.95,1.9,28,0.1,404,208,1.05,,,,Wang,,
758,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,24.5,0.99,21.1,,6.66,1.87,27.4,0.1,404,197,1.16,,,,Wang,,
759,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,36.7,0.99,20.7,,6.45,1.84,27,0.1,404,194,1.2,,,,Wang,,
760,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,48.9,0.99,20.1,,6.24,1.82,26.6,0.1,404,196,1.22,,,,Wang,,
761,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,61.1,0.99,19.8,,6.12,1.8,26.4,0.1,403,196,1.24,,,,Wang,,
762,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,73.4,1,19.6,,6,1.79,26.1,0.09,403,190,1.34,,,,Wang,,
763,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,6.1,1.48,15.7,,4.72,1.6,23.4,0.11,413,275,1.05,,,,Wang,,
764,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,12.2,1.49,15.3,,4.57,1.58,23.1,0.11,413,273,1.09,,,,Wang,,
765,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,24.4,1.49,14.9,,4.46,1.57,22.8,0.11,413,265,1.18,,,,Wang,,
766,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,36.7,1.48,14.8,,4.43,1.57,22.7,0.11,413,260,1.23,,,,Wang,,
767,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,48.9,1.48,14.8,,4.44,1.57,22.7,0.11,413,256,1.29,,,,Wang,,
768,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,60.9,1.49,15.1,,4.5,1.58,22.9,0.1,413,252,1.34,,,,Wang,,
769,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,73.3,1.49,15.3,,4.56,1.6,23,0.1,413,246,1.41,,,,Wang,,
770,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,36.7,1.98,15.5,,4.6,1.61,23.1,0.1,413,296,1.22,,,,Wang,,
771,RSP 200X,3.05,200,60,0.015,0.027,0.005,,,444.444,36.7,2.47,15.9,,4.74,1.63,23.4,0.1,411,312,1.26,,,,Wang,,
772,RSR 0.5,2.79,250,,,,,,,,6.1,0.59,18.7,,5.71,1.75,25.6,0.11,404,191,0.61,,,,Wang,,
773,RSR 0.5,2.79,250,,,,,,,,12.2,0.59,18.6,,5.67,1.74,25.5,0.11,404,160,0.76,,,,Wang,,
774,RSR 0.5,2.79,250,,,,,,,,24.5,0.59,18.9,,5.8,1.76,25.7,0.11,404,142,0.85,,,,Wang,,
775,RSR 0.5,2.79,250,,,,,,,,36.7,0.59,19.1,,5.85,1.77,25.9,0.11,404,136,0.88,,,,Wang,,
776,RSR 0.5,2.79,250,,,,,,,,48.9,0.59,19.2,,5.9,1.77,25.9,0.11,404,135,0.89,,,,Wang,,
777,RSR 0.5,2.79,250,,,,,,,,61.1,0.59,20.1,,6.24,1.82,26.6,0.11,404,127,0.93,,,,Wang,,
778,RSR 0.5,2.79,250,,,,,,,,73.4,0.6,19.7,,6.08,1.8,26.3,0.11,404,120,0.99,,,,Wang,,
779,RSR 0.5,2.79,250,,,,,,,,6.1,0.99,23.2,,7.61,1.97,29.1,0.11,400,239,0.63,,,,Wang,,
780,RSR 0.5,2.79,250,,,,,,,,12.2,0.99,22.6,,7.34,1.94,28.7,0.11,400,212,0.79,,,,Wang,,
781,RSR 0.5,2.79,250,,,,,,,,24.4,0.99,22.3,,7.19,1.92,28.4,0.11,400,198,0.88,,,,Wang,,
782,RSR 0.5,2.79,250,,,,,,,,36.6,0.99,22,,7.05,1.91,28.2,0.11,400,190,0.94,,,,Wang,,
783,RSR 0.5,2.79,250,,,,,,,,48.9,0.99,21.6,,6.88,1.89,27.8,0.11,400,186,0.97,,,,Wang,,
784,RSR 0.5,2.79,250,,,,,,,,61.1,0.99,21.3,,6.76,1.88,27.6,0.11,400,177,1.04,,,,Wang,,
785,RSR 0.5,2.79,250,,,,,,,,6.1,1.48,17,,5.13,1.67,24.3,0.11,406,296,0.67,,,,Wang,,
786,RSR 0.5,2.79,250,,,,,,,,12.2,1.48,16.6,,4.97,1.65,24,0.11,406,274,0.84,,,,Wang,,
787,RSR 0.5,2.79,250,,,,,,,,24.5,1.48,16.1,,4.81,1.63,23.6,0.11,406,260,0.96,,,,Wang,,
788,RSR 0.5,2.79,250,,,,,,,,36.7,1.49,16.1,,4.81,1.63,23.6,0.11,406,249,1.06,,,,Wang,,
789,RSR 0.5,2.79,250,,,,,,,,24.5,1.65,16,,4.8,1.63,23.6,0.1,406,268,1.01,,,,Wang,,
790,RSR 0.7,2.91,180,,,,,,,,6.1,0.59,27.2,,9.67,2.19,32.4,0.1,401,167,0.88,,,,Wang,,
791,RSR 0.7,2.91,180,,,,,,,,12.2,0.59,27.1,,9.64,2.19,32.4,0.1,401,149,1,,,,Wang,,
