,Packing Type,Height,Pack. Config,System,Column Diameter,a wall,specific wall area,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
775,RSR 0.5,2.79,,,,,,250.0,,,,,,,,36.7,0.59,19.1,,5.85,1.77,25.9,0.11,404.0,136.0,0.88,,,,Wang,,
776,RSR 0.5,2.79,,,,,,250.0,,,,,,,,48.9,0.59,19.2,,5.9,1.77,25.9,0.11,404.0,135.0,0.89,,,,Wang,,
777,RSR 0.5,2.79,,,,,,250.0,,,,,,,,61.1,0.59,20.1,,6.24,1.82,26.6,0.11,404.0,127.0,0.93,,,,Wang,,
778,RSR 0.5,2.79,,,,,,250.0,,,,,,,,73.4,0.6,19.7,,6.08,1.8,26.3,0.11,404.0,120.0,0.99,,,,Wang,,
779,RSR 0.5,2.79,,,,,,250.0,,,,,,,,6.1,0.99,23.2,,7.61,1.97,29.1,0.11,400.0,239.0,0.63,,,,Wang,,
780,RSR 0.5,2.79,,,,,,250.0,,,,,,,,12.2,0.99,22.6,,7.34,1.94,28.7,0.11,400.0,212.0,0.79,,,,Wang,,
781,RSR 0.5,2.79,,,,,,250.0,,,,,,,,24.4,0.99,22.3,,7.19,1.92,28.4,0.11,400.0,198.0,0.88,,,,Wang,,
782,RSR 0.5,2.79,,,,,,250.0,,,,,,,,36.6,0.99,22.0,,7.05,1.91,28.2,0.11,400.0,190.0,0.94,,,,Wang,,
783,RSR 0.5,2.79,,,,,,250.0,,,,,,,,48.9,0.99,21.6,,6.88,1.89,27.8,0.11,400.0,186.0,0.97,,,,Wang,,
784,RSR 0.5,2.79,,,,,,250.0,,,,,,,,61.1,0.99,21.3,,6.76,1.88,27.6,0.11,400.0,177.0,1.04,,,,Wang,,
785,RSR 0.5,2.79,,,,,,250.0,,,,,,,,6.1,1.48,17.0,,5.13,1.67,24.3,0.11,406.0,296.0,0.67,,,,Wang,,
786,RSR 0.5,2.79,,,,,,250.0,,,,,,,,12.2,1.48,16.6,,4.97,1.65,24.0,0.11,406.0,274.0,0.84,,,,Wang,,
787,RSR 0.5,2.79,,,,,,250.0,,,,,,,,24.5,1.48,16.1,,4.81,1.63,23.6,0.11,406.0,260.0,0.96,,,,Wang,,
788,RSR 0.5,2.79,,,,,,250.0,,,,,,,,36.7,1.49,16.1,,4.81,1.63,23.6,0.11,406.0,249.0,1.06,,,,Wang,,
789,RSR 0.5,2.79,,,,,,250.0,,,,,,,,24.5,1.65,16.0,,4.8,1.63,23.6,0.1,406.0,268.0,1.01,,,,Wang,,
790,RSR 0.7,2.91,,,,,,180.0,,,,,,,,6.1,0.59,27.2,,9.67,2.19,32.4,0.1,401.0,167.0,0.88,,,,Wang,,
791,RSR 0.7,2.91,,,,,,180.0,,,,,,,,12.2,0.59,27.1,,9.64,2.19,32.4,0.1,401.0,149.0,1.0,,,,Wang,,
792,RSR 0.7,2.91,,,,,,180.0,,,,,,,,24.4,0.59,27.0,,9.57,2.18,32.3,0.1,401.0,136.0,1.1,,,,Wang,,
793,RSR 0.7,2.91,,,,,,180.0,,,,,,,,36.7,0.59,27.1,,9.62,2.19,32.3,0.1,401.0,129.0,1.15,,,,Wang,,
794,RSR 0.7,2.91,,,,,,180.0,,,,,,,,48.9,0.59,27.0,,9.56,2.18,32.2,0.1,401.0,124.0,1.2,,,,Wang,,
795,RSR 0.7,2.91,,,,,,180.0,,,,,,,,61.1,0.59,27.0,,9.57,2.19,32.3,0.1,401.0,119.0,1.25,,,,Wang,,
796,RSR 0.7,2.91,,,,,,180.0,,,,,,,,73.3,0.59,27.1,,9.59,2.19,32.3,0.1,401.0,115.0,1.29,,,,Wang,,
797,RSR 0.7,2.91,,,,,,180.0,,,,,,,,6.1,0.99,28.1,,10.22,2.25,33.2,0.1,393.0,222.0,0.93,,,,Wang,,
798,RSR 0.7,2.91,,,,,,180.0,,,,,,,,12.2,0.99,28.1,,10.21,2.25,33.2,0.1,393.0,209.0,1.03,,,,Wang,,
799,RSR 0.7,2.91,,,,,,180.0,,,,,,,,24.5,0.99,27.8,,10.08,2.24,33.0,0.1,393.0,195.0,1.16,,,,Wang,,
800,RSR 0.7,2.91,,,,,,180.0,,,,,,,,36.7,0.99,27.7,,9.98,2.23,32.9,0.1,393.0,189.0,1.22,,,,Wang,,
801,RSR 0.7,2.91,,,,,,180.0,,,,,,,,48.9,0.99,27.6,,9.91,2.22,32.8,0.1,393.0,184.0,1.27,,,,Wang,,
802,RSR 0.7,2.91,,,,,,180.0,,,,,,,,61.1,0.99,27.6,,9.93,2.22,32.8,0.1,393.0,177.0,1.34,,,,Wang,,
803,RSR 0.7,2.91,,,,,,180.0,,,,,,,,73.3,0.99,27.7,,9.97,2.23,32.8,0.1,393.0,172.0,1.39,,,,Wang,,
804,RSR 0.7,2.91,,,,,,180.0,,,,,,,,6.1,1.49,31.2,,12.25,2.45,35.9,0.09,387.0,259.0,0.99,,,,Wang,,
805,RSR 0.7,2.91,,,,,,180.0,,,,,,,,12.2,1.48,32.3,,13.12,2.52,36.9,0.1,387.0,244.0,1.06,,,,Wang,,
806,RSR 0.7,2.91,,,,,,180.0,,,,,,,,24.5,1.48,31.5,,12.52,2.47,36.2,0.1,387.0,234.0,1.19,,,,Wang,,
807,RSR 0.7,2.91,,,,,,180.0,,,,,,,,36.7,1.48,31.3,,12.33,2.45,36.0,0.1,387.0,228.0,1.26,,,,Wang,,
808,RSR 0.7,2.91,,,,,,180.0,,,,,,,,48.9,1.48,31.1,,12.18,2.44,35.8,0.09,387.0,225.0,1.31,,,,Wang,,
809,RSR 0.7,2.91,,,,,,180.0,,,,,,,,61.1,1.48,31.1,,12.17,2.44,35.8,0.09,387.0,221.0,1.36,,,,Wang,,
810,RSR 0.7,2.91,,,,,,180.0,,,,,,,,73.3,1.48,30.9,,12.06,2.43,35.6,0.09,387.0,215.0,1.43,,,,Wang,,
811,RSR 0.7,2.91,,,,,,180.0,,,,,,,,36.7,1.98,30.6,,11.8,2.41,35.3,0.09,387.0,260.0,1.33,,,,Wang,,
812,RSR 0.7,2.91,,,,,,180.0,,,,,,,,36.7,2.31,30.4,,11.7,2.4,35.1,0.09,387.0,273.0,1.38,,,,Wang,,
813,RSR 0.3,2.94,,,,,,307.0,,,,,,,,6.1,0.59,29.2,,11.0,2.31,34.3,0.11,404.0,138.0,0.58,,,,Wang,,
814,RSR 0.3,2.94,,,,,,307.0,,,,,,,,12.2,0.59,28.5,,10.54,2.26,33.7,0.11,404.0,119.0,0.67,,,,Wang,,
815,RSR 0.3,2.94,,,,,,307.0,,,,,,,,24.4,0.59,28.1,,10.27,2.24,33.3,0.11,404.0,106.0,0.74,,,,Wang,,
816,RSR 0.3,2.94,,,,,,307.0,,,,,,,,36.7,0.59,27.7,,10.0,2.22,32.9,0.1,404.0,101.0,0.77,,,,Wang,,
817,RSR 0.3,2.94,,,,,,307.0,,,,,,,,48.9,0.59,27.2,,9.71,2.19,32.5,0.1,404.0,100.0,0.8,,,,Wang,,
818,RSR 0.3,2.94,,,,,,307.0,,,,,,,,61.1,0.59,27.0,,9.57,2.18,32.2,0.1,404.0,101.0,0.8,,,,Wang,,
819,RSR 0.3,2.94,,,,,,307.0,,,,,,,,73.4,0.59,26.6,,9.34,2.16,31.9,0.1,404.0,102.0,0.8,,,,Wang,,
820,RSR 0.3,2.94,,,,,,307.0,,,,,,,,6.1,0.99,28.0,,10.27,2.23,33.3,0.11,401.0,203.0,0.61,,,,Wang,,
821,RSR 0.3,2.94,,,,,,307.0,,,,,,,,12.2,0.99,27.6,,10.0,2.21,32.9,0.11,401.0,187.0,0.69,,,,Wang,,
822,RSR 0.3,2.94,,,,,,307.0,,,,,,,,24.5,0.99,27.3,,9.82,2.19,32.7,0.11,401.0,175.0,0.76,,,,Wang,,
823,RSR 0.3,2.94,,,,,,307.0,,,,,,,,36.7,0.99,26.9,,9.56,2.17,32.3,0.11,401.0,169.0,0.81,,,,Wang,,
824,RSR 0.3,2.94,,,,,,307.0,,,,,,,,48.9,0.99,26.5,,9.3,2.15,31.9,0.11,401.0,167.0,0.83,,,,Wang,,
825,RSR 0.3,2.94,,,,,,307.0,,,,,,,,61.2,0.99,26.6,,9.35,2.16,31.9,0.1,401.0,162.0,0.86,,,,Wang,,
826,RSR 0.3,2.94,,,,,,307.0,,,,,,,,6.1,1.48,29.4,,11.11,2.32,34.4,0.1,393.0,244.0,0.65,,,,Wang,,
827,RSR 0.3,2.94,,,,,,307.0,,,,,,,,12.2,1.49,28.8,,10.67,2.28,33.8,0.1,393.0,233.0,0.73,,,,Wang,,
828,RSR 0.3,2.94,,,,,,307.0,,,,,,,,24.5,1.49,28.2,,10.32,2.25,33.3,0.1,393.0,223.0,0.8,,,,Wang,,
829,RSR 0.3,2.94,,,,,,307.0,,,,,,,,12.2,1.65,23.2,,7.57,1.98,29.1,0.1,393.0,253.0,0.76,,,,Wang,,
830,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.3,0.6,25.4,,,2.09,310.0,,381.7,139.3,0.71,,,,Song,0.00%,0.108
831,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,0.6,25.4,,,2.09,309.0,,382.4,132.1,0.75,,,,Song,0.00%,0.107
832,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.59,25.0,,,2.07,306.0,,380.8,123.2,0.8,,,,Song,0.00%,0.106
833,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.59,25.1,,,2.07,307.0,,381.9,113.2,0.86,,,,Song,0.00%,0.105
834,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.6,24.9,,,2.06,305.0,,381.0,110.7,0.89,,,,Song,0.00%,0.103
835,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.6,24.8,,,2.06,304.0,,381.1,107.5,0.92,,,,Song,0.00%,0.102
836,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,73.3,0.58,25.3,,,2.09,308.0,,380.0,95.1,0.98,,,,Song,0.00%,0.099
837,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.0,0.99,21.2,,,1.88,274.0,,382.2,218.6,0.76,,,,Song,0.00%,0.094
838,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.3,0.99,21.1,,,1.87,273.0,,381.9,207.8,0.82,,,,Song,0.00%,0.095
839,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.99,21.1,,,1.87,273.0,,382.6,204.6,0.84,,,,Song,0.00%,0.094
840,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.6,0.98,21.1,,,1.88,273.0,,382.1,197.3,0.89,,,,Song,0.00%,0.094
841,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.99,20.7,,,1.85,270.0,,383.3,182.7,1.0,,,,Song,0.00%,0.096
842,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.99,20.9,,,1.86,271.0,,383.8,172.2,1.09,,,,Song,0.00%,0.094
843,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.2,1.49,25.5,,,2.1,309.0,,368.9,250.3,0.74,,,,Song,0.00%,0.109
844,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,1.49,26.1,,,2.14,314.0,,369.1,235.3,0.84,,,,Song,0.00%,0.111
845,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,1.49,25.9,,,2.13,312.0,,367.8,232.9,0.86,,,,Song,0.00%,0.11
846,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,1.48,25.6,,,2.11,310.0,,369.0,227.5,0.92,,,,Song,0.00%,0.108
847,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,1.48,26.3,,,2.15,315.0,,368.8,209.4,1.06,,,,Song,0.00%,0.11
848,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,1.98,25.5,,,2.11,308.0,,367.2,262.6,0.88,,,,Song,0.00%,0.104
849,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,1.98,25.3,,,2.1,306.0,,366.7,257.6,0.94,,,,Song,0.00%,0.102
850,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,2.47,25.8,,,2.12,311.0,,367.2,279.5,0.89,,,,Song,0.00%,0.105
851,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,0.99,25.2,,,2.08,307.0,,386.4,203.6,0.77,,,,Song,0.00%,0.1
852,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.99,24.4,,,2.04,300.0,,388.5,194.7,0.86,,,,Song,0.00%,0.096
853,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.99,24.1,,,2.03,297.0,,388.2,186.8,0.94,,,,Song,0.00%,0.091
854,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.99,24.0,,,2.02,295.0,,390.4,178.2,1.04,,,,Song,0.00%,0.086
855,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,1.0,24.0,,,2.03,295.0,,387.8,168.5,1.14,,,,Song,0.00%,0.082
856,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,0.59,21.2,,,0.12,572.0,,401.2,325.7,0.65,,,,Song,77.00%,0.05
857,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,0.6,21.4,,,0.12,575.0,,396.7,321.3,0.66,,,,Song,77.00%,0.048
858,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.59,21.6,,,0.12,577.0,,399.4,304.5,0.84,,,,Song,77.00%,0.046
859,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.8,0.6,21.9,,,0.12,580.0,,395.2,296.8,0.89,,,,Song,77.00%,0.044
860,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,18.5,0.59,21.6,,,0.12,578.0,,395.4,315.6,0.71,,,,Song,77.00%,0.044
861,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,30.6,0.6,21.2,,,0.12,574.0,,396.3,307.7,0.84,,,,Song,77.00%,0.042
862,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,42.8,0.59,20.8,,,0.11,571.0,,398.7,305.7,0.9,,,,Song,77.00%,0.04
863,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.3,0.6,20.1,,,0.11,565.0,,400.9,331.7,0.68,,,,Song,77.00%,0.041
864,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.3,0.6,22.1,,,0.26,539.0,,393.7,252.2,0.64,,,,Song,64.60%,0.103
865,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.6,22.4,,,0.26,541.0,,392.7,243.3,0.69,,,,Song,64.60%,0.098
866,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.6,22.0,,,0.25,538.0,,392.8,220.4,0.85,,,,Song,64.60%,0.096
867,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.8,0.59,21.6,,,0.25,534.0,,396.5,215.8,0.9,,,,Song,64.60%,0.093
868,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.6,21.6,,,0.25,534.0,,393.9,212.3,0.94,,,,Song,64.60%,0.09
869,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,0.59,24.2,,,0.63,472.0,,385.3,181.0,0.61,,,,Song,45.20%,0.093
870,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.6,23.2,,,0.61,461.0,,384.0,170.4,0.69,,,,Song,45.20%,0.089
871,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.59,22.5,,,0.58,457.0,,386.2,158.4,0.79,,,,Song,45.20%,0.086
872,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.6,21.7,,,0.56,450.0,,395.7,146.7,0.95,,,,Song,45.20%,0.081
873,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.57,20.8,,,0.54,442.0,,403.2,146.8,0.96,,,,Song,45.20%,0.078
874,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,0.6,19.8,,,0.52,432.0,,399.0,185.7,0.8,,,,Song,45.20%,0.077
875,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.1,0.6,21.3,,,0.09,583.0,,384.8,310.7,0.59,,,,Song,79.90%,0.088
876,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.0,0.59,22.5,,,0.1,594.0,,383.9,300.3,0.63,,,,Song,79.90%,0.087
877,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,0.6,23.4,,,0.11,602.0,,382.0,284.0,0.74,,,,Song,79.90%,0.085
878,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.6,24.0,,,0.11,607.0,,379.3,267.8,0.85,,,,Song,79.90%,0.083
879,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.59,24.5,,,0.11,612.0,,376.3,263.1,0.85,,,,Song,79.90%,0.08
880,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.1,0.6,20.5,,,0.25,520.0,,384.9,261.1,0.59,,,,Song,63.70%,0.096
881,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.1,0.6,20.6,,,0.25,521.0,,384.6,255.9,0.62,,,,Song,63.70%,0.093
882,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.5,0.6,20.5,,,0.25,521.0,,384.5,246.5,0.68,,,,Song,63.70%,0.09
883,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.59,20.7,,,0.24,523.0,,382.8,222.7,0.83,,,,Song,63.70%,0.086
884,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.59,21.2,,,0.25,528.0,,383.3,217.7,0.85,,,,Song,63.70%,0.083
885,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.6,21.7,,,0.26,532.0,,381.5,212.8,0.87,,,,Song,63.70%,0.08
886,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,6.1,0.59,15.8,,,0.48,373.0,,396.1,206.1,0.61,,,,Song,40.20%,0.103
887,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,12.2,0.6,15.7,,,0.48,372.0,,394.7,202.8,0.64,,,,Song,40.20%,0.1
888,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,24.4,0.6,16.0,,,0.49,375.0,,394.0,183.2,0.74,,,,Song,40.20%,0.095
889,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,36.7,0.59,16.1,,,0.49,376.0,,392.5,158.7,0.87,,,,Song,40.20%,0.09
890,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,48.9,0.59,16.4,,,0.5,379.0,,392.2,157.1,0.87,,,,Song,40.20%,0.086
891,GTO 250Y,3.0,,,,,,250.0,45.0,0.016,0.027,0.01,,,,61.1,0.6,16.7,,,0.5,381.0,,391.2,155.3,0.88,,,,Song,40.20%,0.082
892,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,6.0,0.59,27.0,,,2.18,323.0,,361.1,255.1,0.99,,,,Song,0.00%,0.099
893,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,12.2,0.59,27.1,,,2.19,323.0,,362.5,246.6,1.1,,,,Song,0.00%,0.099
894,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,24.5,0.59,24.8,,,2.06,303.0,,372.6,248.1,1.21,,,,Song,0.00%,0.097
895,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,36.7,0.59,24.8,,,2.06,304.0,,372.8,241.7,1.3,,,,Song,0.00%,0.097
896,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,48.9,0.6,24.9,,,2.06,304.0,,373.9,237.5,1.38,,,,Song,0.00%,0.097
897,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,61.1,0.6,24.8,,,2.06,303.0,,373.0,230.9,1.46,,,,Song,0.00%,0.096
898,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,73.3,0.59,24.7,,,2.06,303.0,,373.0,223.8,1.54,,,,Song,0.00%,0.096
899,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,6.2,0.99,26.4,,,2.15,318.0,,369.3,296.4,1.05,,,,Song,0.00%,0.101
900,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,12.2,0.99,26.6,,,2.16,319.0,,370.0,291.7,1.13,,,,Song,0.00%,0.101
901,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,24.5,0.99,26.6,,,2.16,319.0,,369.9,286.2,1.22,,,,Song,0.00%,0.101
902,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,36.7,0.99,26.6,,,2.16,319.0,,368.7,279.7,1.32,,,,Song,0.00%,0.1
903,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,48.9,0.99,26.6,,,2.16,319.0,,367.2,272.9,1.42,,,,Song,0.00%,0.1
904,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,61.1,0.99,26.6,,,2.16,319.0,,365.8,268.3,1.48,,,,Song,0.00%,0.1
905,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,73.4,0.99,26.7,,,2.16,320.0,,364.3,263.7,1.55,,,,Song,0.00%,0.099
906,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,6.2,1.48,25.6,,,2.1,310.0,,386.9,334.8,1.07,,,,Song,0.00%,0.098
907,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,12.2,1.48,25.6,,,2.1,310.0,,391.5,334.4,1.17,,,,Song,0.00%,0.098
908,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,24.4,1.49,25.6,,,2.1,310.0,,392.8,331.7,1.25,,,,Song,0.00%,0.099
909,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,36.7,1.49,25.6,,,2.1,310.0,,391.8,327.1,1.33,,,,Song,0.00%,0.098
910,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,48.9,1.49,25.6,,,2.1,311.0,,394.2,325.0,1.42,,,,Song,0.00%,0.099
911,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,61.1,1.48,25.6,,,2.1,310.0,,391.9,320.4,1.49,,,,Song,0.00%,0.098
912,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,73.3,1.48,25.6,,,2.1,310.0,,391.4,317.9,1.54,,,,Song,0.00%,0.097
913,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,36.7,1.98,25.8,,,2.12,312.0,,385.5,335.4,1.38,,,,Song,0.00%,0.096
914,MG 64Y,2.9,,,,,,64.0,45.0,0.069,0.09,0.053,,,57.86164,36.6,2.47,26.3,,,2.14,316.0,,384.4,342.7,1.42,,,,Song,0.00%,0.095
915,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,6.1,0.6,28.9,,,2.3,338.0,,384.6,110.1,0.89,,,,Song,0.00%,0.091
916,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,12.2,0.6,28.8,,,2.29,338.0,,384.7,100.9,0.95,,,,Song,0.00%,0.091
917,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,24.5,0.59,28.8,,,2.3,338.0,,384.7,88.9,1.02,,,,Song,0.00%,0.092
918,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,36.7,0.6,29.0,,,2.3,339.0,,384.3,83.4,1.07,,,,Song,0.00%,0.092
919,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,48.9,0.6,29.0,,,2.3,339.0,,383.9,77.8,1.11,,,,Song,0.00%,0.093
920,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,61.1,0.59,29.0,,,2.31,340.0,,384.8,76.9,1.11,,,,Song,0.00%,0.094
921,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,73.3,0.59,29.1,,,2.31,340.0,,384.7,76.6,1.11,,,,Song,0.00%,0.094
922,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,6.1,0.99,28.6,,,2.28,336.0,,381.1,177.0,0.89,,,,Song,0.00%,0.095
923,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,12.2,0.99,28.8,,,2.29,338.0,,381.0,166.1,0.96,,,,Song,0.00%,0.096
924,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,24.5,0.99,28.7,,,2.29,337.0,,383.3,155.1,1.04,,,,Song,0.00%,0.096
925,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,36.7,0.99,28.7,,,2.28,337.0,,381.6,147.2,1.1,,,,Song,0.00%,0.097
926,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,48.9,0.99,28.7,,,2.28,337.0,,382.0,143.1,1.13,,,,Song,0.00%,0.098
927,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,61.1,0.99,28.4,,,2.26,334.0,,380.6,139.4,1.15,,,,Song,0.00%,0.099
928,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,73.4,0.99,28.6,,,2.28,337.0,,381.4,137.6,1.16,,,,Song,0.00%,0.098
929,B1 250 MN,3.0,,,,,,250.0,45.0,0.017,0.022,0.011,,,280.9917,6.1,1.48,31.2,,,2.44,358.0,,370.2,218.5,0.89,,,,Song,0.00%,0.09
